age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
32,4,364657,13,2,10,0,4,1,0,0,50,39,1
44,4,219155,12,2,12,0,4,1,0,0,40,39,1
36,4,349534,12,2,10,5,4,0,0,0,31,39,1
46,2,375675,8,2,8,0,4,1,0,0,35,39,1
49,2,197371,11,2,3,0,2,1,0,0,40,39,1
34,4,122612,13,2,8,5,1,0,7688,0,50,30,1
33,6,123424,13,2,4,0,4,1,0,0,40,39,1
57,2,258641,13,4,4,1,4,1,0,0,40,39,1
63,4,213095,13,2,4,0,4,1,0,0,50,39,1
46,1,260549,10,2,1,0,4,1,0,0,80,39,1
24,4,186213,10,2,13,0,4,1,0,0,50,39,1
36,6,109133,13,2,12,0,4,1,0,0,50,39,1
39,4,116546,10,2,12,0,4,1,0,0,50,39,1
44,1,259307,13,2,4,0,4,1,0,0,40,39,1
63,0,247986,15,2,0,0,4,1,0,0,30,39,1
35,4,189623,16,2,4,0,4,1,0,0,45,39,1
38,4,809585,13,2,12,0,4,1,0,0,40,39,1
30,4,179747,9,2,3,0,4,1,0,0,45,39,1
53,4,22978,14,2,4,5,4,0,0,0,50,39,1
61,6,163174,15,2,10,0,4,1,0,0,35,39,1
33,4,183778,9,2,4,0,4,1,0,0,40,39,1
53,7,195690,16,2,10,0,4,1,0,1902,50,39,1
33,4,262439,9,2,1,5,4,0,0,0,35,39,1
37,4,588003,13,2,4,0,4,1,15024,0,40,39,1
39,4,176186,10,2,5,0,4,1,0,0,50,39,1
38,5,189679,13,2,10,0,4,1,0,0,50,39,1
22,4,231053,7,2,7,0,4,1,0,0,70,39,1
53,4,199720,9,2,12,0,4,1,0,0,40,39,1
55,4,163083,13,5,4,1,4,1,14084,0,45,39,1
49,4,27802,10,2,3,0,4,1,0,1887,40,39,1
24,4,241523,9,2,8,0,4,1,0,0,45,39,1
67,0,129188,16,2,0,0,4,1,20051,0,5,39,1
29,2,219906,13,2,10,5,4,0,0,0,25,39,1
46,2,60751,11,2,4,0,4,1,0,0,40,39,1
50,5,160107,14,2,10,0,4,1,0,0,55,39,1
48,1,34998,13,2,1,0,4,1,0,0,48,39,1
43,5,33729,13,2,12,0,4,1,0,0,45,39,1
33,4,182926,13,2,4,0,4,1,15024,0,50,39,1
44,2,254146,14,2,10,0,4,1,0,0,40,39,1
45,5,120131,9,2,3,0,4,1,0,0,50,39,1
61,6,221884,10,2,1,0,4,1,0,0,50,39,1
33,4,123253,13,2,4,0,4,1,0,0,55,39,1
41,5,495061,16,2,10,0,4,1,99999,0,70,39,1
34,4,30497,13,2,4,0,4,1,15024,0,60,39,1
65,5,210381,13,2,4,0,4,1,99999,0,65,39,1
54,5,298215,13,2,4,0,4,1,0,0,50,39,1
31,2,206609,9,2,11,0,4,1,0,0,40,39,1
47,6,294671,9,2,12,0,4,1,0,0,55,39,1
35,4,320451,14,2,4,0,1,1,0,0,65,17,1
42,4,383493,14,2,10,0,4,1,0,0,50,39,1
48,4,182566,13,2,12,0,2,1,0,0,40,39,1
36,5,216711,9,2,4,0,4,1,99999,0,50,0,1
30,4,378009,14,2,4,0,4,1,0,0,50,39,1
33,4,134886,10,4,1,3,4,0,99999,0,30,39,1
62,4,232308,13,2,4,0,4,1,0,0,40,39,1
66,4,210825,10,2,13,0,4,1,0,0,40,39,1
44,4,376072,9,2,13,0,4,1,0,0,45,39,1
60,4,166330,9,2,8,5,4,0,99999,0,40,39,1
38,4,103323,10,2,3,0,4,1,7688,0,40,39,1
43,5,150533,11,2,4,2,4,1,0,0,50,39,1
70,5,247383,10,2,4,0,4,1,0,0,40,39,1
44,4,279183,10,2,8,3,4,0,0,0,40,39,1
65,5,410199,13,2,4,0,4,1,9386,0,35,39,1
28,4,198197,13,4,10,1,4,1,0,0,55,39,1
68,4,218637,10,2,12,0,4,1,0,2377,55,39,1
63,4,174018,10,2,12,0,2,1,0,0,40,39,1
29,4,490332,10,2,14,0,4,1,0,0,45,39,1
48,5,125892,10,2,12,0,4,1,0,0,38,39,1
43,5,27444,13,2,12,0,4,1,99999,0,40,39,1
45,4,172822,7,0,14,1,4,1,0,2824,76,39,1
45,2,56841,9,2,3,0,4,1,0,0,40,39,1
45,4,240629,16,2,10,0,4,1,0,0,40,39,1
50,2,226497,10,2,11,0,4,1,0,0,52,39,1
44,4,203943,13,2,4,0,2,1,0,0,35,39,1
48,2,144122,14,0,10,1,4,0,0,0,40,39,1
56,4,231781,9,2,12,0,4,1,0,0,40,39,1
39,6,154641,9,0,5,1,4,1,8614,0,50,39,1
33,4,175697,13,2,4,0,4,1,15024,0,60,39,1
44,4,13769,10,2,4,0,0,1,0,0,40,39,1
45,4,81132,10,2,13,0,1,1,0,0,55,39,1
27,4,300783,10,2,12,5,4,0,0,0,42,39,1
28,6,146735,16,2,10,0,4,1,0,0,50,39,1
59,6,325732,9,2,4,0,4,1,0,1902,52,39,1
48,4,183000,10,2,8,0,2,1,0,0,40,39,1
48,4,121424,13,2,4,0,4,1,0,0,55,39,1
48,6,175622,11,2,3,0,4,1,0,0,40,39,1
29,4,199411,11,2,10,0,4,1,0,0,40,39,1
62,5,163234,13,2,4,0,4,1,0,1902,55,39,1
53,4,99185,9,6,3,4,4,1,0,0,40,39,1
41,1,371382,10,2,4,0,2,1,0,0,40,39,1
57,4,124507,13,2,12,0,4,1,0,0,55,39,1
42,4,118494,10,2,10,0,4,1,0,0,44,39,1
35,4,89040,9,2,6,0,4,1,0,0,40,39,1
51,6,388496,10,0,3,1,4,1,0,0,8,33,1
72,5,149689,15,2,10,0,4,1,20051,0,48,39,1
38,4,220237,11,2,3,0,4,1,0,0,40,0,1
64,4,47298,16,2,10,0,4,1,0,0,60,39,1
52,6,334273,13,2,10,0,4,1,0,0,60,39,1
53,4,94081,13,2,4,0,4,1,0,0,44,39,1
47,4,85109,10,4,12,1,4,1,13550,0,45,39,1
43,5,62026,15,2,4,0,4,1,99999,0,40,39,1
47,1,227244,13,2,11,0,2,1,0,0,50,39,1
62,4,109190,13,2,4,0,4,1,15024,0,40,39,1
36,4,262688,10,2,12,0,2,1,7688,0,50,39,1
59,6,32537,9,2,5,0,4,1,0,0,40,39,1
40,6,406811,10,2,10,5,4,0,0,0,40,39,1
42,4,168103,13,2,4,0,4,1,0,0,40,39,1
67,4,195161,14,2,10,0,4,1,20051,0,60,39,1
56,7,133728,10,2,4,0,4,1,0,0,35,39,1
30,4,107793,10,2,14,0,4,1,0,0,56,39,1
37,4,208391,10,2,14,0,4,1,0,0,40,39,1
47,1,187581,13,2,1,0,4,1,0,0,48,39,1
65,4,105491,13,2,4,0,4,1,99999,0,40,39,1
44,5,191712,14,2,10,0,4,1,0,2415,55,39,1
49,6,111959,13,2,4,0,4,1,0,0,60,34,1
39,4,141029,9,2,1,5,4,0,0,0,40,39,1
51,4,196501,13,0,4,1,4,1,14084,0,50,39,1
39,2,170263,14,0,10,4,4,0,0,0,30,39,1
66,4,127139,13,2,10,0,4,1,0,0,40,39,1
61,5,113544,14,2,12,0,4,1,0,0,40,39,1
51,5,304955,14,2,4,0,4,1,0,0,50,39,1
32,4,116539,13,2,4,0,4,1,0,1887,55,39,1
65,5,184965,16,2,4,0,4,1,99999,0,40,39,1
45,5,270079,13,2,4,0,4,1,0,0,50,39,1
32,4,264554,10,2,13,0,4,1,0,0,40,39,1
36,4,152621,10,2,3,0,4,1,0,0,40,2,1
36,4,174938,13,2,10,0,4,1,0,1887,50,39,1
48,4,107373,6,2,14,0,4,1,0,0,40,39,1
29,4,152461,13,4,10,4,4,0,14344,0,50,39,1
53,4,313243,10,5,3,1,4,1,0,2444,45,39,1
58,7,312351,13,2,10,0,4,1,0,0,40,39,1
47,4,155664,14,2,4,0,4,1,99999,0,55,39,1
45,5,142719,13,2,4,0,4,1,0,0,40,39,1
39,4,202027,15,2,10,0,4,1,0,0,45,39,1
46,1,362835,12,2,10,0,4,1,0,0,40,11,1
69,4,230417,16,2,10,0,4,1,0,0,40,3,1
37,4,199753,10,2,3,0,4,1,0,0,35,39,1
49,6,263568,13,2,4,0,4,1,0,0,60,39,1
30,4,97723,9,2,3,0,4,1,0,0,35,39,1
42,6,336513,13,2,3,0,4,1,15024,0,60,39,1
39,6,306678,9,2,4,0,4,1,0,0,40,39,1
45,6,192203,10,2,3,0,4,1,0,1485,40,39,1
52,7,108836,13,2,11,0,4,1,0,0,48,39,1
34,4,230246,13,2,10,0,4,1,0,0,42,39,1
32,4,316589,13,2,4,0,4,1,0,0,40,39,1
46,4,235646,9,2,3,0,4,1,0,0,40,39,1
50,7,53497,14,2,10,0,4,1,0,0,46,39,1
38,4,245372,13,2,10,0,4,1,7688,0,45,39,1
42,4,171424,13,2,13,0,4,1,7298,0,45,39,1
43,4,224998,13,2,4,0,2,1,0,1977,40,39,1
28,4,84547,13,2,13,0,4,1,0,0,40,39,1
32,2,349148,12,2,3,0,4,1,0,0,40,39,1
35,4,305379,13,2,4,0,4,1,0,1887,50,39,1
41,4,117585,9,2,4,0,4,1,0,1485,40,39,1
39,4,153047,9,2,3,0,4,1,0,0,50,39,1
39,4,109351,13,2,10,5,4,0,0,0,30,39,1
36,4,237943,14,2,4,0,4,1,15024,0,50,39,1
36,4,127961,13,2,4,0,4,1,0,0,50,39,1
45,4,153682,10,2,1,0,2,1,0,0,40,39,1
52,4,358554,9,2,7,0,2,1,0,0,40,39,1
42,4,109912,10,4,13,1,4,0,0,0,40,39,1
47,7,185400,9,2,4,0,4,1,0,0,40,39,1
43,4,109762,13,2,10,0,4,1,0,0,20,39,1
42,2,96524,9,2,4,0,4,1,0,0,60,39,1
54,6,175804,13,2,4,0,4,1,0,0,40,39,1
60,4,207665,9,2,13,5,4,0,0,0,40,39,1
50,7,322840,11,2,11,0,4,1,0,0,40,31,1
27,4,215504,13,2,12,0,4,1,0,1848,55,39,1
44,4,224658,9,2,3,0,4,1,0,0,45,39,1
29,6,69132,15,0,10,1,4,1,99999,0,60,39,1
26,4,211231,13,2,10,5,4,0,0,0,40,39,1
52,1,617021,13,2,13,0,2,1,7688,0,40,39,1
62,4,185503,14,2,4,0,4,1,0,0,50,39,1
45,4,209912,13,2,4,0,1,1,0,0,40,19,1
53,4,163678,10,2,12,0,4,1,0,0,40,39,1
45,4,114459,9,2,3,0,4,1,0,0,50,39,1
29,4,90934,13,4,10,3,1,1,0,0,64,30,1
61,5,84409,9,2,4,0,4,1,0,0,35,39,1
39,4,211440,13,2,12,0,4,1,0,0,50,39,1
73,6,300404,10,2,12,0,4,1,0,0,6,39,1
40,4,102606,14,2,4,0,4,1,0,0,40,39,1
50,4,109277,9,2,7,0,4,1,0,0,40,39,1
55,4,162205,9,2,14,0,4,1,5178,0,72,39,1
47,6,168109,9,2,5,0,4,1,15024,0,50,39,1
29,7,356089,13,2,4,0,4,1,7688,0,40,39,1
35,7,184659,9,2,3,0,4,1,0,1485,40,39,1
51,2,203334,16,0,4,1,4,0,0,0,45,39,1
63,6,187919,13,2,12,0,4,1,0,0,40,39,1
47,5,173783,13,2,12,0,4,1,15024,0,60,39,1
43,4,115932,13,2,12,0,4,1,0,0,40,39,1
41,4,182567,13,2,4,0,4,1,0,0,40,0,1
67,4,95113,9,2,4,0,4,1,0,0,37,39,1
38,7,343642,9,2,10,5,4,0,0,0,40,39,1
51,4,111939,13,2,10,0,4,1,0,0,50,39,1
31,4,43819,13,2,4,5,4,0,0,0,40,39,1
44,2,107845,12,0,11,1,4,0,0,0,56,39,1
39,4,106838,10,2,12,0,4,1,4386,0,45,39,1
68,2,242095,13,2,4,0,4,1,20051,0,40,39,1
43,4,33658,10,3,3,4,4,1,0,3004,40,39,1
55,4,349910,9,2,5,0,4,1,0,0,45,39,1
36,6,36270,9,2,5,0,4,1,0,1977,65,39,1
37,4,196373,9,2,3,0,4,1,0,0,40,39,1
40,6,204235,14,2,4,0,4,1,99999,0,50,39,1
45,4,102771,9,2,4,0,4,1,0,0,40,39,1
45,6,319122,13,4,12,1,4,1,14084,0,45,39,1
54,4,37289,14,2,4,5,4,0,0,0,55,39,1
43,4,203233,9,2,14,0,4,1,0,0,50,39,1
57,4,204751,10,2,3,0,4,1,0,0,40,39,1
43,4,34007,9,2,3,0,4,1,0,0,40,39,1
56,4,36990,9,2,3,0,2,1,0,0,52,39,1
35,4,269323,13,2,13,0,4,1,0,1887,40,39,1
61,0,179761,9,2,0,0,4,1,0,0,40,39,1
50,4,108435,14,2,4,0,4,1,99999,0,60,39,1
31,4,344200,9,2,4,0,4,1,0,0,40,39,1
40,1,155106,9,2,1,0,4,1,0,0,55,39,1
36,4,76878,9,2,7,0,4,1,5178,0,40,39,1
44,6,234767,14,2,10,0,4,1,0,0,30,39,1
56,4,288530,9,2,1,5,4,0,0,0,37,39,1
59,4,322691,14,2,10,0,4,1,0,0,50,39,1
49,1,179869,9,2,3,0,4,1,0,0,40,39,1
53,5,94214,15,2,10,0,1,1,7298,0,50,37,1
47,7,304512,14,0,4,1,4,1,0,0,50,39,1
42,6,296594,14,2,4,0,4,1,0,0,50,39,1
41,4,136419,12,2,13,0,4,1,0,0,75,39,1
37,4,263094,13,2,4,0,4,1,7298,0,40,39,1
53,2,202733,14,2,4,0,4,1,7688,0,70,39,1
44,4,226129,11,2,10,0,4,1,0,0,50,39,1
42,4,510072,9,2,3,0,4,1,0,0,40,39,1
51,7,285747,14,2,10,0,4,1,0,1977,60,39,1
37,5,347189,9,2,4,0,4,1,0,0,55,39,1
40,2,284086,14,2,10,0,4,1,7688,0,40,39,1
48,2,31264,10,2,4,5,4,0,5178,0,40,39,1
32,4,34104,9,2,4,0,4,1,3103,0,55,39,1
58,4,177368,9,2,3,0,4,1,0,0,40,39,1
45,4,123681,9,2,12,0,4,1,0,0,40,39,1
43,4,293305,13,2,12,0,4,1,0,1887,40,39,1
44,4,170924,10,2,3,0,4,1,7298,0,40,39,1
44,5,138991,10,2,4,0,4,1,0,0,50,39,1
29,4,278637,13,2,12,0,4,1,3103,0,45,39,1
29,1,309778,10,2,13,0,4,1,0,0,40,39,1
50,4,338836,13,2,10,0,4,1,0,1887,36,39,1
58,7,109567,16,2,10,0,4,1,0,0,1,39,1
32,4,231263,10,2,14,0,4,1,0,0,60,39,1
38,4,176335,10,2,10,0,4,1,0,0,40,39,1
42,6,351161,13,2,10,0,4,1,0,1887,40,39,1
50,5,293196,9,2,4,0,4,1,7298,0,40,39,1
43,4,233130,13,0,12,1,4,1,0,0,40,39,1
42,1,348059,12,5,10,4,4,0,0,0,40,39,1
37,6,112497,14,2,4,0,4,1,0,0,50,39,1
45,6,244813,15,2,10,0,4,1,0,0,38,39,1
41,7,201363,9,2,1,5,4,0,0,0,38,39,1
59,4,43221,10,2,3,0,4,1,0,0,43,39,1
35,4,240389,10,2,12,0,4,1,0,0,43,39,1
39,4,86551,9,2,8,0,4,1,0,0,40,39,1
37,4,353550,14,2,4,0,4,1,15024,0,60,39,1
47,4,155890,13,2,10,0,4,1,7688,0,40,39,1
41,4,180572,13,0,10,1,4,0,0,0,50,39,1
37,5,183898,10,2,4,0,4,1,0,0,40,39,1
47,4,363418,10,4,12,1,4,1,0,0,70,39,1
56,5,105582,10,2,4,0,4,1,7688,0,50,39,1
47,4,51835,15,2,10,5,4,0,0,1902,60,16,1
39,2,455399,9,2,11,0,2,1,15024,0,40,39,1
44,5,120277,11,2,12,0,4,1,0,0,45,39,1
57,4,127728,13,2,4,0,4,1,15024,0,50,39,1
31,4,157640,13,2,12,0,4,1,7688,0,55,39,1
33,4,154981,13,2,1,0,4,1,0,1902,50,39,1
29,4,135791,13,2,4,5,4,0,15024,0,50,5,1
43,4,184321,6,2,7,0,2,1,0,1887,40,39,1
42,4,123838,13,2,12,0,4,1,0,0,60,39,1
38,4,111128,12,2,4,0,4,1,0,0,40,39,1
47,4,212944,9,2,14,0,4,1,0,0,70,39,1
36,4,237943,13,2,10,0,4,1,0,1977,45,39,1
39,4,177154,13,2,12,0,4,1,15024,0,50,39,1
42,4,402367,10,2,14,0,2,1,7688,0,45,39,1
49,5,191681,10,2,4,0,4,1,0,0,50,39,1
61,6,392694,10,0,4,1,4,1,0,0,50,39,1
35,4,207819,13,2,4,0,4,1,15024,0,50,39,1
40,1,78036,11,2,10,5,4,0,0,0,65,39,1
48,1,205707,14,3,4,1,4,0,10520,0,50,39,1
36,4,383518,10,2,1,5,2,0,99999,0,40,39,1
44,2,189956,13,2,11,5,2,0,15024,0,40,39,1
50,2,153064,9,2,4,0,4,1,5178,0,40,39,1
36,5,176837,10,2,3,0,4,1,7298,0,45,39,1
32,4,133861,13,4,4,1,4,1,13550,0,48,39,1
54,4,141663,9,2,1,0,4,1,0,0,40,39,1
90,4,227796,12,4,4,1,4,1,6097,0,45,39,1
51,4,215404,13,2,10,0,0,1,15024,0,40,39,1
54,7,188809,16,4,4,1,4,0,0,0,50,39,1
59,4,107318,4,2,3,0,4,1,5178,0,50,39,1
31,4,263561,13,2,3,0,4,1,0,0,40,39,1
32,4,118551,13,2,1,5,4,0,0,0,35,0,1
34,4,50276,13,4,12,1,4,1,27828,0,40,39,1
34,4,217460,13,2,4,0,4,1,0,0,45,39,1
60,4,117909,11,2,10,0,4,1,7688,0,40,39,1
41,4,27444,10,2,1,0,4,1,0,0,46,39,1
53,4,36327,9,2,12,0,4,1,0,0,40,39,1
53,4,97005,9,2,3,0,4,1,0,0,46,39,1
50,4,88842,13,2,14,0,4,1,7298,0,40,39,1
35,4,189092,13,2,4,0,4,1,0,0,40,39,1
39,4,191342,13,2,3,0,1,1,0,0,40,30,1
26,4,94477,10,2,14,0,4,1,7298,0,55,39,1
37,4,112497,14,2,4,0,4,1,0,0,40,39,1
50,4,155574,9,2,10,0,4,1,0,0,40,39,1
39,2,113253,13,2,10,5,4,0,0,0,50,39,1
63,5,137940,15,2,10,0,4,1,15024,0,50,39,1
61,4,95680,10,2,7,0,1,1,0,0,40,39,1
33,4,238381,10,4,3,1,2,1,8614,0,40,39,1
32,5,345489,10,2,4,0,4,1,0,0,55,39,1
42,6,120539,13,2,12,0,4,1,0,0,50,39,1
51,2,248327,13,2,14,0,2,1,0,0,40,39,1
49,4,81973,10,2,3,0,1,1,0,0,40,39,1
59,4,97213,9,2,5,0,4,1,0,0,40,39,1
43,2,153132,14,2,10,0,4,1,15024,0,40,39,1
57,4,112840,10,2,12,0,4,1,0,0,50,39,1
41,4,54422,12,2,10,5,4,0,0,0,40,39,1
23,7,287988,13,4,10,1,4,1,10520,0,40,39,1
54,4,230919,9,2,14,0,4,1,7688,0,60,39,1
35,4,105813,13,2,10,0,4,1,0,0,48,39,1
30,4,247328,9,5,11,1,4,1,0,0,40,39,1
28,4,303440,13,5,4,1,4,0,0,0,50,39,1
40,2,333530,14,2,10,5,4,0,0,0,40,39,1
28,6,183151,9,2,3,0,4,1,0,0,40,39,1
49,4,120121,16,2,10,0,4,1,7688,0,45,39,1
30,4,232356,13,2,4,0,4,1,0,0,40,39,1
44,7,46221,16,4,10,1,4,1,0,0,45,39,1
42,5,198282,13,2,4,0,4,1,0,0,60,39,1
34,4,345705,13,2,12,0,4,1,0,1977,50,39,1
30,4,19678,13,1,12,5,1,0,0,0,60,30,1
33,4,108438,10,2,4,0,4,1,0,0,60,39,1
51,4,154342,14,2,10,0,4,1,7688,0,45,39,1
29,4,204984,9,2,3,0,4,1,0,0,40,39,1
36,4,183892,10,2,3,0,4,1,7298,0,44,39,1
55,4,123436,11,2,10,0,4,1,0,0,40,39,1
58,4,310320,13,2,4,0,4,1,0,0,40,39,1
50,4,140516,9,2,11,0,4,1,0,0,40,39,1
43,4,147110,10,4,1,4,4,1,0,0,48,39,1
50,4,279461,10,2,14,0,4,1,0,0,40,39,1
45,4,310260,10,2,14,0,4,1,0,0,60,39,1
58,4,314092,11,2,3,0,4,1,0,1887,48,39,1
51,4,191659,10,2,4,0,4,1,0,1887,65,39,1
41,5,151089,10,2,4,0,4,1,0,2415,55,39,1
46,4,370119,15,2,10,0,4,1,99999,0,60,39,1
36,4,383566,13,2,4,0,4,1,15024,0,55,9,1
36,4,186865,16,2,10,0,4,1,0,0,60,39,1
52,4,201783,10,2,4,0,4,1,7688,0,40,39,1
43,4,304175,14,2,10,0,4,1,0,0,50,39,1
27,4,100669,10,2,3,0,1,1,0,0,40,30,1
44,4,125461,16,2,4,0,4,1,0,0,60,39,1
45,2,168191,13,2,3,0,4,1,0,0,35,39,1
31,4,179186,13,2,12,0,2,1,0,0,90,39,1
41,4,152292,13,2,10,0,4,1,0,0,50,39,1
37,4,32709,13,2,13,5,4,0,0,0,40,39,1
41,2,195258,10,2,11,0,4,1,0,0,40,39,1
44,4,175935,16,2,1,0,4,1,0,0,55,39,1
45,4,275995,13,2,13,0,4,1,0,0,50,39,1
42,4,190543,10,2,13,5,4,0,0,0,40,39,1
46,4,360096,13,2,4,0,4,1,15024,0,60,39,1
25,2,170070,13,4,10,1,4,0,0,0,50,39,1
35,4,107164,13,2,4,0,4,1,0,0,50,39,1
35,4,95708,13,2,12,0,1,1,7688,0,60,39,1
54,2,256923,10,2,4,5,4,0,0,0,40,39,1
50,4,410114,15,2,4,0,4,1,15024,0,50,39,1
38,4,31069,11,2,3,0,4,1,4386,0,40,39,1
61,4,176839,13,2,10,0,4,1,15024,0,50,39,1
45,1,211399,14,2,4,0,4,1,7298,0,40,39,1
37,4,77820,13,2,4,0,4,1,0,0,50,39,1
39,4,348521,10,2,5,0,4,1,0,2415,99,39,1
31,4,61898,10,2,10,5,4,0,0,0,40,39,1
61,4,40269,10,2,12,0,4,1,0,0,40,39,1
58,4,35520,10,2,6,0,4,1,7688,0,40,39,1
31,5,467108,13,4,10,1,4,1,0,0,45,39,1
40,4,206927,9,2,3,0,4,1,0,1887,40,39,1
47,4,114459,9,2,12,0,4,1,0,0,40,39,1
34,5,215382,14,5,10,1,4,0,4787,0,40,39,1
53,2,192982,14,2,1,0,4,1,0,0,38,39,1
43,4,188808,14,2,4,0,4,1,0,0,45,39,1
29,0,134566,16,2,0,0,4,1,0,0,50,39,1
32,4,108256,8,2,14,0,4,1,0,0,60,39,1
44,5,187720,10,2,12,0,4,1,0,0,50,39,1
30,4,165235,13,2,1,5,1,0,0,0,40,30,1
52,4,379682,11,2,8,5,4,0,0,0,20,39,1
57,7,344381,10,2,10,0,1,1,7688,0,75,39,1
46,4,269045,15,2,10,0,2,1,0,0,40,39,1
47,2,36169,14,2,10,0,4,1,0,0,60,39,1
38,4,179668,13,2,10,0,4,1,0,0,50,39,1
47,6,326292,13,2,5,0,4,1,0,0,60,39,1
46,2,215895,13,2,11,0,4,1,0,0,40,39,1
45,4,160440,9,2,12,0,4,1,0,0,55,39,1
54,4,96062,12,2,13,0,4,1,0,0,40,39,1
59,1,190541,9,2,3,0,4,1,0,0,40,39,1
31,4,173279,13,2,13,0,1,1,0,0,40,39,1
52,5,132178,13,2,4,0,4,1,0,0,50,39,1
61,4,225970,9,2,13,0,4,1,0,0,40,39,1
41,4,331651,15,2,4,5,4,0,0,0,50,24,1
51,5,260938,10,2,4,0,4,1,0,0,50,39,1
31,4,227446,10,2,4,0,4,1,0,0,40,5,1
52,2,108083,14,2,10,0,4,1,0,0,50,39,1
55,0,208640,9,2,0,0,4,1,0,0,30,39,1
30,4,385177,13,2,10,5,4,0,0,0,24,39,1
35,1,104858,14,2,4,0,4,1,0,0,50,39,1
29,4,236436,12,4,10,1,4,0,8614,0,40,39,1
61,6,48846,16,2,10,0,4,1,0,0,55,39,1
43,4,269015,9,2,7,0,2,1,0,0,40,11,1
58,4,348430,9,2,3,0,4,1,0,0,40,39,1
31,4,34503,11,2,3,0,4,1,0,0,40,39,1
46,5,216414,14,2,12,0,4,1,0,1977,60,39,1
47,4,334039,13,2,4,0,4,1,7298,0,44,39,1
31,4,132996,9,2,10,0,4,1,5178,0,45,39,1
28,4,122037,13,2,10,0,4,1,0,0,55,39,1
58,5,190763,13,2,10,0,4,1,0,0,40,39,1
40,4,105794,15,4,10,1,4,0,14084,0,50,39,1
43,5,221172,15,2,10,0,4,1,0,1977,40,39,1
41,4,221947,10,2,4,0,4,1,0,1887,50,39,1
47,7,207120,11,2,4,0,4,1,0,0,38,39,1
30,4,116138,13,4,4,1,4,1,27828,0,60,39,1
37,4,230035,9,2,3,0,4,1,0,0,46,39,1
38,4,187748,13,2,10,0,4,1,0,0,40,39,1
66,6,58326,7,0,8,1,4,0,0,0,40,39,1
33,4,202046,13,2,4,0,4,1,0,0,45,39,1
49,4,122385,14,2,4,0,4,1,0,0,40,39,1
34,4,42900,13,2,4,0,4,1,0,0,50,39,1
33,1,122220,10,2,4,5,2,0,0,0,40,39,1
67,4,127921,9,2,4,0,4,1,9386,0,40,39,1
49,0,271346,13,2,0,0,4,1,15024,0,60,39,1
32,4,113453,13,2,1,5,4,0,0,0,24,39,1
40,6,266324,10,0,4,2,4,1,0,1564,70,20,1
39,2,111499,12,2,1,5,4,0,0,0,20,39,1
41,6,37618,12,2,3,0,4,1,0,0,60,39,1
33,4,72338,15,2,4,0,1,1,0,0,65,24,1
35,4,187089,11,2,4,5,4,0,0,0,42,39,1
48,4,108993,9,2,3,0,4,1,0,0,45,39,1
48,4,548568,14,2,12,0,4,1,0,0,50,39,1
38,2,169104,13,2,11,0,1,1,0,0,40,30,1
42,4,33126,12,2,4,0,4,1,0,0,60,39,1
29,1,142712,10,2,1,0,4,1,0,0,40,39,1
29,4,250967,11,2,7,0,4,1,0,1887,48,39,1
37,4,40955,15,2,10,0,4,1,0,0,50,39,1
56,4,314149,16,2,10,0,4,1,0,0,50,39,1
39,6,237532,9,2,12,5,2,0,0,0,54,6,1
27,0,180553,9,2,0,5,4,0,0,0,40,39,1
58,4,71283,9,2,14,0,4,1,0,0,38,39,1
34,4,162442,9,2,1,5,4,0,0,0,20,39,1
54,4,165001,9,2,4,0,4,1,0,0,48,39,1
50,2,237356,10,2,11,0,4,1,7298,0,40,39,1
36,6,233533,10,2,3,0,4,1,0,0,60,39,1
47,7,54887,16,2,10,0,4,1,0,0,40,39,1
42,4,196029,13,2,14,0,4,1,0,0,48,39,1
44,4,193494,10,2,14,0,4,1,0,0,72,39,1
52,6,135339,10,2,3,0,1,1,0,0,40,0,1
46,5,276934,13,2,12,0,4,1,0,0,70,39,1
44,1,29591,13,0,13,1,4,1,0,2258,40,39,1
40,4,46990,16,2,10,5,4,0,0,1977,20,39,1
45,4,160647,13,0,1,4,4,0,4687,0,35,39,1
40,4,346189,16,2,10,0,4,1,0,0,40,39,1
33,4,183887,9,2,3,0,2,1,0,1902,46,39,1
50,4,237729,9,6,12,1,4,0,0,2444,72,39,1
39,4,38312,10,3,3,4,4,1,0,0,40,39,1
35,4,199352,15,2,10,0,4,1,0,1977,80,39,1
30,4,347166,13,4,10,1,4,1,13550,0,45,39,1
31,4,143851,12,2,10,5,4,0,0,0,40,39,1
28,2,213195,12,2,1,5,4,0,0,0,40,39,1
64,4,43738,16,6,10,1,4,1,0,0,80,39,1
35,4,97554,12,2,4,0,4,1,0,0,50,39,1
59,4,131916,9,2,7,5,4,0,0,0,40,22,1
53,5,298215,13,2,12,0,4,1,0,0,45,39,1
39,1,149347,14,4,10,1,4,1,0,0,40,31,1
44,4,157249,13,2,10,0,2,1,0,1977,50,39,1
33,4,158438,9,2,12,0,4,1,0,0,55,39,1
68,4,76371,9,2,6,0,4,1,0,0,45,39,1
57,6,353808,10,2,12,0,4,1,0,0,60,39,1
55,2,99131,9,2,10,2,4,0,0,2246,40,39,1
32,4,176185,9,4,3,1,4,1,4787,0,40,39,1
46,4,173461,10,2,12,5,4,0,0,0,40,39,1
54,6,236157,14,2,12,0,4,1,0,0,40,39,1
42,4,337276,10,2,14,0,4,1,0,0,40,39,1
